Sample,ContigName,RelAbundance,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRMatch,Reads,Treatment
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_17_length_14835_cov_4_607968-cat_2,0.001613909,Caudovirales,Siphoviridae,N,lysogenic,Outlier,Enterocloster,521,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_16_length_15595_cov_7_430890-cat_2,0.001687895,Caudovirales,Siphoviridae,N,lysogenic,Outlier,Enterocloster,584,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_34_length_6355_cov_6_730250-cat_2,0.001694128,Caudovirales,Siphoviridae,N,lysogenic,Outlier,Enterocloster,224,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_75_length_5220_cov_1_848812-cat_2,0.001695701,Caudovirales,Siphoviridae,N,lytic,Outlier,Alistipes,204,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_41_length_3040_cov_1_943357-cat_2,0.001723848,Caudovirales,Siphoviridae,N,lytic,Outlier,Enterocloster,118,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_38_length_12852_cov_3_429312-cat_1,0.001728394,Caudovirales,Siphoviridae,N,lytic,526_0,Bacteroides,526,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_20_length_14305_cov_6_552052-cat_1,0.001734138,Caudovirales,Siphoviridae,N,lytic,526_0,Alistipes,594,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_40_length_5214_cov_43_176725-cat_2,0.001768013,Caudovirales,Siphoviridae,N,lytic,760_0,Bacteroides,216,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_10_length_4725_cov_224_656590-cat_2,0.00184222,Caudovirales,Siphoviridae,N,lytic,Outlier,Clostridium,192,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_10_length_16157_cov_3_697692-cat_1,0.00184507,Caudovirales,Siphoviridae,N,lytic,526_0,Alistipes,702,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_1_length_49181_cov_14_513964-cat_1,0.001845449,Caudovirales,Siphoviridae,N,lysogenic,529_0,Bacteroides,2086,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_135_length_3371_cov_1_696979-cat_2,0.001868957,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,126,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_158_length_5543_cov_4_446270-cat_2,0.001878104,Unassigned,Unassigned,N,lytic,Singleton,Collinsella,261,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_58_length_3313_cov_3_105148-cat_1,0.001881939,Caudovirales,Siphoviridae,N,lytic,226_0,NA,129,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_7_length_41097_cov_6_272687-cat_1,0.001918051,Caudovirales,Siphoviridae,N,lysogenic,529_0,Bacteroides,1811,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_29_length_6942_cov_50_603962-cat_1,0.001921071,Caudovirales,Siphoviridae,N,lytic,526_0,NA,318,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_2_length_43012_cov_7_072310-cat_1,0.002003188,Caudovirales,Siphoviridae,N,lysogenic,529_0,Bacteroides,1981,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_15_length_12588_cov_57_790547-cat_2,0.002042887,Caudovirales,Siphoviridae,N,lytic,529_0,Alistipes,580,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_14_length_4913_cov_3_381321-cat_2,0.002075132,Caudovirales,Siphoviridae,N,lytic,Outlier,Enterocloster,227,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_66_length_6484_cov_49_224005-circular-cat_1,0.002137737,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,292,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_7_length_37102_cov_5_951210-cat_1,0.002206126,Caudovirales,Siphoviridae,N,lysogenic,529_0,Bacteroides,1889,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_1_length_30894_cov_9_287548-cat_1,0.002232149,Caudovirales,Siphoviridae,N,lytic,529_0,Bacteroides,1578,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_5_length_35037_cov_13_998425-cat_1,0.00226954,Caudovirales,Siphoviridae,N,lytic,529_0,Bacteroides,1793,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_54_length_9427_cov_16_961935-cat_1,0.002272994,Caudovirales,Siphoviridae,N,lytic,526_0,NA,508,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_62_length_3486_cov_91_403096-cat_1,0.00229322,Unassigned,Unassigned,N,lytic,713_0,Bacteroides,164,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_267_length_3019_cov_3_758990-circular-cat_2,0.002438726,Caudovirales,Siphoviridae,N,lytic,195_0,NA,157,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_23_length_7667_cov_3_648408-cat_2,0.002545558,Caudovirales,Siphoviridae,N,lytic,Singleton,Enterococcus,420,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_137_length_5419_cov_2_643613-cat_2,0.002633684,Caudovirales,Podoviridae,N,lytic,Outlier,NA,304,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_45_length_11590_cov_4_013347-cat_1,0.002647259,Caudovirales,Caudovirales,N,lytic,Outlier,Bacteroides,665,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_13_length_23288_cov_4_381935-cat_1,0.002744369,Caudovirales,Siphoviridae,N,lytic,529_0,Alistipes,1503,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_24_length_13151_cov_15_796837-cat_2,0.002812854,Caudovirales,Caudovirales,N,lytic,529_0,Alistipes,845,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_78_length_4447_cov_2_631019-cat_2,0.002987902,Unassigned,Unassigned,N,lytic,Outlier,NA,293,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_21_length_8932_cov_3_065531-cat_2,0.003049785,Caudovirales,Podoviridae,N,lytic,Outlier,Bacteroides,617,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_104_length_6168_cov_29_775368-cat_2,0.003519362,Caudovirales,Podoviridae,N,lytic,Outlier,NA,479,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_34_length_4149_cov_3_601691-cat_2,0.003594519,Unassigned,Unassigned,N,lytic,641_0,Parabacteroides,328,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_145_length_5472_cov_1_987652-cat_2,0.003666036,Unassigned,Unassigned,N,lytic,Outlier,NA,477,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_64_length_4807_cov_3_357051-cat_2,0.00368149,Caudovirales,Caudovirales,N,lytic,599_0,Bacteroides,393,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_50_length_7549_cov_5_277014-cat_2,0.003832053,Caudovirales,Podoviridae,N,lytic,Outlier,NA,632,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_14_length_12735_cov_5_755790-cat_2,0.003857551,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,1071,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_127_length_4142_cov_2_984807-cat_2,0.004036972,Unassigned,Unassigned,N,lytic,Outlier,Bacteroides,368,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_153_length_3918_cov_4_171459-cat_2,0.004140877,Unassigned,Unassigned,N,lytic,Outlier,NA,366,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_54_length_3766_cov_2_004122-cat_2,0.004223081,Unassigned,Unassigned,N,lytic,599_0,NA,354,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_27_length_10184_cov_3_386895-cat_2,0.004249325,Unassigned,Unassigned,N,lytic,611_0,NA,995,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_17_length_4275_cov_11_108245-circular-cat_2,0.004435242,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,466,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_47_length_9025_cov_3_654304-cat_2,0.004625412,Unassigned,Unassigned,N,lytic,611_0,NA,935,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_20_length_13201_cov_4_517439-cat_2,0.004629068,Unassigned,Unassigned,N,lytic,611_0,NA,1410,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_402_length_4426_cov_3_235171-cat_2,0.004777418,Unassigned,Unassigned,N,lytic,Outlier,NA,455,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_49_length_3595_cov_2_340542-cat_2,0.004897695,Caudovirales,Siphoviridae,N,lytic,Outlier,Prevotella,407,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_156_length_4276_cov_2_070378-circular-cat_2,0.004930754,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,509,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_48_length_3673_cov_2_089114-cat_2,0.004935607,Unassigned,Unassigned,N,lysogenic,Outlier,NA,411,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_15_length_4276_cov_3_457942-circular-cat_2,0.004999214,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,533,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_5_length_26984_cov_8_573221-cat_2,0.005292632,Caudovirales,Siphoviridae,N,lysogenic,195_0,Enterococcus,3068,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_36_length_4130_cov_2_018986-cat_2,0.005324809,Caudovirales,Podoviridae,N,lytic,Outlier,Bacteroides,495,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_29_length_5439_cov_109_321160-cat_2,0.005524551,Unassigned,Unassigned,N,lytic,688_0,NA,691,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_26_length_7077_cov_9_181295_gene_3_gene_13-1083-7084-cat_5,0.005573589,Caudovirales,Siphoviridae,N,lytic,Singleton,Enterococcus,698,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_10_length_10784_cov_5_066060-cat_2,0.00583216,Unassigned,Unassigned,N,lytic,Overlap,NA,1386,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_33_length_5420_cov_3_192707-cat_2,0.005881168,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,743,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_40_length_4001_cov_2_060919-cat_2,0.00625051,Unassigned,Unassigned,N,lytic,Outlier,NA,571,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_33_length_7576_cov_3_140824-cat_2,0.006355675,Unassigned,Unassigned,N,lytic,Overlap,NA,1074,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_1_length_57877_cov_34_076745-cat_2,0.00638822,Caudovirales,Caudovirales,N,lysogenic,Overlap,Bacteroides,8383,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_178_length_4275_cov_9_043394-circular-cat_2,0.006400419,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,676,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_2_length_63189_cov_33_088944-circular-cat_2,0.006529228,Caudovirales,Siphoviridae,N,lysogenic,Overlap,Bacteroides,9355,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_6_length_27820_cov_5_292457-cat_2,0.007054538,Caudovirales,Caudovirales,N,lytic,Overlap,Prevotella,4515,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_671_length_3087_cov_1_770608-cat_2,0.007291864,Unassigned,Unassigned,N,lytic,Outlier,Prevotella,501,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_111_length_3892_cov_2_614874-cat_2,0.007461021,Unassigned,Unassigned,N,lytic,Outlier,Prevotella,667,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_7_length_4276_cov_7_654375-circular-cat_2,0.00776276,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,758,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_17_length_4188_cov_22_621321-cat_2,0.007785521,Unassigned,Unassigned,N,lytic,733_0,Erysipelatoclostridium,700,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_48_length_6108_cov_7_859221-cat_2,0.007943978,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,1127,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_63_length_3165_cov_26_577024-cat_2,0.008164365,Unassigned,Unassigned,N,lytic,733_0,Erysipelatoclostridium,562,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_65_length_4642_cov_55_475748-cat_2,0.008353379,Unassigned,Unassigned,N,lytic,733_0,Erysipelatoclostridium,845,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_95_length_6050_cov_10_062806-cat_2,0.008484084,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,1176,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_64_length_5675_cov_7_021449-cat_2,0.008960048,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,1173,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_24_length_6181_cov_5_097337-cat_1,0.009741937,Caudovirales,Podoviridae,N,lytic,733_0,Erysipelatoclostridium,1307,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_226_length_3141_cov_54_609489-cat_1,0.010728023,Caudovirales,Podoviridae,N,lytic,732_0,Clostridium,743,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_49_length_6276_cov_2_252074-cat_1,0.010840859,Caudovirales,Caudovirales,N,lytic,658_0,Clostridium,1517,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_42_length_4265_cov_6_533833-circular-cat_2,0.011012325,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,1052,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_238_length_3085_cov_1_488168-cat_2,0.011647802,Unassigned,Unassigned,N,lytic,Outlier,Clostridium,794,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_2_length_12861_cov_68_809801-cat_1,0.011922336,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,3320,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_28_length_6511_cov_334_175909-cat_1,0.012059108,Caudovirales,Podoviridae,N,lytic,732_0,Clostridium,1709,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_19_length_3713_cov_20_135806-cat_2,0.012981581,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,1144,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_27_length_5754_cov_605_620046-cat_1,0.013151017,Caudovirales,Siphoviridae,N,lytic,Outlier,Clostridium,1657,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_8_length_8085_cov_46_650163-cat_1,0.01337788,Caudovirales,Caudovirales,N,lytic,658_0,Clostridium,2354,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_34_length_11573_cov_251_539053-cat_1,0.013596805,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,3440,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_124_length_4459_cov_30_228301-cat_2,0.01382016,Unassigned,Unassigned,N,lytic,658_0,Clostridium,1339,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_19_length_6599_cov_2_139524-cat_1,0.014123862,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,2026,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_79_length_4157_cov_337_090819-cat_1,0.015100963,Caudovirales,Podoviridae,N,lytic,Outlier,Clostridium,1392,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_55_length_3134_cov_450_542401-cat_1,0.015158007,Unassigned,Unassigned,N,lytic,Singleton,Clostridium,1037,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_21_length_7082_cov_4_339612-cat_1,0.015728367,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,2407,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_11_length_8090_cov_3_453096-cat_1,0.016100754,Caudovirales,Caudovirales,N,lytic,658_0,Clostridium,2821,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_2_length_6207_cov_1_921217-cat_1,0.016239347,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,2193,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_77_length_7592_cov_18_951373-cat_1,0.016610533,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,2741,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_35_length_3579_cov_2_149479-cat_1,0.016906691,Caudovirales,Podoviridae,N,lytic,Outlier,Clostridium,1334,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_23_length_10367_cov_278_261230-cat_1,0.017650383,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,3913,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_22_length_6980_cov_169_502116-cat_1,0.017718374,Caudovirales,Caudovirales,N,lytic,658_0,Clostridium,2654,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_59_length_3274_cov_541_052113-cat_1,0.017957858,Unassigned,Unassigned,N,lytic,658_0,Clostridium,1280,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_44_length_3457_cov_258_821622-cat_2,0.018071582,Caudovirales,Caudovirales,N,lytic,Outlier,Clostridium,1330,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_51_length_3989_cov_114_750388-cat_2,0.018383983,Unassigned,Unassigned,N,lytic,Outlier,Clostridium,1637,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_14_length_15650_cov_93_585003-cat_1,0.019576693,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,6290,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_11_length_13713_cov_33_872737-cat_1,0.019775252,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,5505,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_2_length_11692_cov_3_521833-cat_1,0.022293466,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,5344,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_80_length_4484_cov_2_056461-cat_1,0.023957467,Caudovirales,Podoviridae,N,lytic,Outlier,Erysipelatoclostridium,2284,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_76_length_5428_cov_11_593473-cat_2,0.02452592,Caudovirales,Podoviridae,N,lytic,733_0,Erysipelatoclostridium,2852,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_36_length_4953_cov_471_554704-cat_1,0.027122526,Caudovirales,Podoviridae,N,lytic,Outlier,Erysipelatoclostridium,2843,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_4_length_10271_cov_4_388900-cat_1,0.028038266,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,5489,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_17],VIRSorter_NODE_63_length_5883_cov_50_604065-cat_2,0.02856738,Unassigned,Unassigned,N,lytic,Singleton,Bacteroides,3893,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_18],VIRSorter_NODE_25_length_4933_cov_3_320017-cat_2,0.000157038,Unassigned,Unassigned,N,lytic,826_0,Hungatella,38,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_18],VIRSorter_NODE_138_length_3952_cov_2_307190-cat_1,0.000162672,Caudovirales,Myoviridae,N,lytic,Overlap,NA,30,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_18],VIRSorter_NODE_49_length_3112_cov_2_401005-cat_2,0.000189586,Unassigned,Unassigned,N,lytic,Outlier,Enterocloster,24,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_18],VIRSorter_NODE_30_length_4217_cov_215_653790-cat_2,0.000195341,Unassigned,Unassigned,N,lytic,638_0,NA,34,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_18],VIRSorter_NODE_176_length_3768_cov_2_669596-cat_2,0.000200153,Unassigned,Unassigned,N,lytic,Outlier,NA,37,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_18],VIRSorter_NODE_117_length_3058_cov_2_393040-cat_2,0.000214683,Caudovirales,Siphoviridae,N,lytic,555_0,NA,33,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_18],VIRSorter_NODE_18_length_8509_cov_10_324028-cat_2,0.000216622,Caudovirales,Siphoviridae,N,lytic,616_0,NA,73,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_18],VIRSorter_NODE_23_length_7940_cov_3_324331-cat_2,0.000219936,Caudovirales,Caudovirales,N,lytic,Overlap,Enterocloster,74,UC_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__3-3_10_18],VIRSorter_NODE_46_length_3899_cov_3_263521-cat_2,0.000220809,Unassigned,Unassigned,N,lysogenic,Outlier,Hungatella,38,UC_Phage
